Date,Close,Volume,Open,High,Low,Daily Return (%),MA20,MA50,Signal,Position,Target,Return,MA5,MA10,Volume_Change,Predicted
2014-12-05,14.914,90920805.0,15.2447,15.2926,14.8173,-2.0021421014935648,16.25244,16.093018,1,,0,-0.020021421014935648,15.25816,15.832740000000001,0.5691696346065873,0
2014-12-08,14.2907,138260571.0,14.7693,14.9907,14.156,-4.17929462250235,16.16631,16.050031999999998,1,0.0,1,-0.0417929462250235,15.02776,15.643279999999999,0.5206703350239805,1
2014-12-09,14.4593,141405904.0,13.956,14.5153,13.618,1.1797882538993942,16.08284,16.012204,1,0.0,0,0.011797882538993942,14.833879999999999,15.444410000000001,0.02274931296211702,0
2014-12-10,13.9893,109622540.0,14.2753,14.4513,13.8467,-3.2505031363897374,15.94537,15.968416,-1,-2.0,0,-0.032505031363897374,14.5744,15.18941,-0.22476688102075282,0
2014-12-11,13.9253,100266835.0,14.0353,14.362,13.882,-0.4574925121342721,15.8113,15.926602,-1,0.0,0,-0.004574925121342721,14.315719999999999,14.92567,-0.08534472016430195,0
2014-12-12,13.8,107507556.0,13.6547,14.112,13.6333,-0.8998010814847746,15.662299999999998,15.867376,-1,0.0,0,-0.008998010814847746,14.092920000000001,14.675540000000002,0.07221451639517684,0
2014-12-15,13.6027,77934666.0,13.9527,13.9867,13.5113,-1.429710144927543,15.480170000000001,15.79915,-1,0.0,0,-0.014297101449275429,13.95532,14.49154,-0.2750773164260194,0
2014-12-16,13.1873,126242622.0,13.3927,13.5787,13.0247,-3.053805494497419,15.292935,15.715402000000001,-1,0.0,1,-0.03053805494497419,13.70092,14.267399999999999,0.6198519667743234,1
2014-12-17,13.7213,110445485.0,12.8707,13.7767,12.8433,4.049350511476946,15.12,15.643734,-1,0.0,1,0.04049350511476946,13.647319999999999,14.110859999999999,-0.12513315035551142,1
2014-12-18,14.5507,111976774.0,14.1587,14.5627,14.12,6.044616763717725,15.021735000000001,15.589042,-1,0.0,1,0.06044616763717725,13.7724,14.044059999999998,0.013864659112140298,1
2014-12-19,14.6193,103530863.0,14.6793,14.6933,14.3,0.47145498154728127,14.923665,15.538748,-1,0.0,1,0.004714549815472813,13.93626,14.014590000000002,-0.07542556101857334,1
2014-12-22,14.84,72038169.0,14.6667,14.9373,14.5507,1.5096482047703974,14.856400000000002,15.519668,-1,0.0,0,0.015096482047703974,14.18372,14.06952,-0.30418653034892595,0
2014-12-23,14.7313,67643141.0,14.9207,14.9543,14.635,-0.7324797843665798,14.770565,15.51484,-1,0.0,1,-0.007324797843665798,14.492519999999999,14.096720000000001,-0.061009712781567194,1
2014-12-24,14.8173,20002760.0,14.6513,14.8333,14.6167,0.5837909756776449,14.684465,15.50844,-1,0.0,1,0.005837909756776449,14.71172,14.17952,-0.7042898998436515,1
2014-12-26,15.188,49866530.0,14.7673,15.2333,14.7667,2.5018053221572245,14.61573,15.505934,-1,0.0,0,0.025018053221572245,14.839179999999999,14.305789999999998,1.492982468419358,0
2014-12-29,15.0473,42044709.0,15.1267,15.194,14.9347,-0.9263892546747532,14.553029999999998,15.50508,-1,0.0,0,-0.009263892546747532,14.924780000000002,14.430519999999998,-0.1568551290815704,0
2014-12-30,14.8153,43474058.0,14.9327,15.0436,14.76,-1.5418048420646868,14.52166,15.49808,-1,0.0,1,-0.015418048420646868,14.919839999999999,14.551779999999999,0.03399593037972992,1
2014-12-31,14.8273,35894187.0,14.8727,15.0453,14.8167,0.08099734733686415,14.491589999999999,15.487331999999999,-1,0.0,0,0.0008099734733686415,14.93904,14.71578,-0.1743538870928497,0
2015-01-02,14.6207,71298549.0,14.858,14.8833,14.2173,-1.393375732601354,14.45829,15.46596,-1,0.0,0,-0.01393375732601354,14.899719999999999,14.805720000000003,0.9863536399361825,0
2015-01-05,14.006,80332235.0,14.3033,14.4333,13.8108,-4.2043130629860315,14.397654999999997,15.437946000000002,-1,0.0,1,-0.042043130629860315,14.663319999999999,14.751250000000002,0.1267022418646977,1
2015-01-06,14.0853,93864718.0,14.004,14.28,13.614,0.5661859203198727,14.356219999999999,15.405932,-1,0.0,0,0.005661859203198727,14.470920000000001,14.697849999999999,0.16845644839832974,0
2015-01-07,14.0633,44479928.0,14.2233,14.3187,13.9853,-0.15619120643507456,14.344850000000003,15.373543999999999,-1,0.0,0,-0.0015619120643507456,14.320519999999998,14.62018,-0.5261272931113478,0
2015-01-08,14.041,51523489.0,14.1873,14.2533,14.0007,-0.15856875697737305,14.323935,15.358804,-1,0.0,0,-0.0015856875697737305,14.16326,14.551149999999998,0.1583536960761267,0
2015-01-09,13.7773,68869616.0,13.928,13.9987,13.664,-1.8780713624385714,14.313335,15.310656000000002,-1,0.0,0,-0.018780713624385714,13.994580000000003,14.447149999999999,0.33666444832569464,0
2015-01-12,13.4807,89184060.0,13.5367,13.6313,13.2833,-2.1528165896075424,14.291104999999998,15.262804000000001,-1,0.0,1,-0.021528165896075424,13.889520000000001,14.276420000000002,0.29496961330523463,1
2015-01-13,13.6167,63715528.0,13.5547,13.8407,13.3941,1.0088496888143839,14.28194,15.216924,-1,0.0,0,0.010088496888143839,13.7958,14.13336,-0.2855726909046302,0
2015-01-14,12.846,172745014.0,12.3887,13.0133,12.3333,-5.659961664720525,14.244105,15.151578000000002,-1,0.0,0,-0.05659961664720525,13.552340000000001,13.936429999999998,1.7111917521895132,0
2015-01-15,12.7913,78071616.0,12.966,13.05,12.6667,-0.4258134827962001,14.224305000000001,15.08395,-1,0.0,1,-0.004258134827962001,13.3024,13.732830000000002,-0.5480528543648733,1
2015-01-16,12.8713,53862798.0,12.7133,12.966,12.6433,0.6254250936183148,14.181805,15.022802000000002,-1,0.0,0,0.006254250936183148,13.121199999999998,13.55789,-0.31008475602708163,0
2015-01-20,12.7953,67360181.0,12.9247,12.9413,12.4693,-0.5904609480005929,14.094035,14.970748,-1,0.0,1,-0.005904609480005929,12.98412,13.43682,0.2505882260331147,1
2015-01-21,13.1047,62161784.0,12.6367,13.2453,12.634,2.4180753870561844,14.018305000000002,14.911216,-1,0.0,1,0.024180753870561844,12.881719999999998,13.338759999999999,-0.07717314476931114,1
2015-01-22,13.4413,61556264.0,13.1333,13.5493,13.0133,2.5685441101284345,13.94837,14.859776,-1,0.0,0,0.025685441101284345,13.000779999999997,13.27656,-0.009741033172407043,0
2015-01-23,13.4193,51615754.0,13.3527,13.5667,13.222,-0.16367464456563674,13.882769999999999,14.805588,-1,0.0,1,-0.0016367464456563674,13.126380000000001,13.21439,-0.16148657104986097,1
2015-01-26,13.77,48466791.0,13.4553,13.908,13.4033,2.613400102836949,13.830404999999999,14.746214,-1,0.0,0,0.02613400102836949,13.306119999999998,13.21366,-0.06100778843606547,0
2015-01-27,13.732,41668869.0,13.628,13.8687,13.5533,-0.27596223674655196,13.757605000000002,14.688719999999998,-1,0.0,0,-0.0027596223674655196,13.493459999999999,13.23879,-0.1402593788394202,0
2015-01-28,13.2913,47092191.0,13.7407,13.7579,13.228,-3.2092921642877914,13.669805,14.618946000000001,-1,0.0,1,-0.032092921642877914,13.530779999999998,13.20625,0.13015284864103216,1
2015-01-29,13.68,53138628.0,13.4047,13.732,13.1,2.924469389751194,13.613039999999998,14.54764,-1,0.0,0,0.029244693897511942,13.578520000000001,13.28965,0.12839574612274895,0
2015-01-30,13.5733,45018997.0,13.5973,13.8313,13.5333,-0.7799707602339168,13.55034,14.480466000000002,-1,0.0,1,-0.007799707602339168,13.60932,13.367849999999999,-0.15280091537177065,1
2015-02-02,14.0627,62157719.0,13.598,14.13,13.5533,3.6056080687820957,13.52244,14.418119999999998,-1,0.0,1,0.03605608068782096,13.667860000000001,13.48699,0.38069977436414226,1
2015-02-03,14.5573,72237474.0,14.2147,14.6913,14.0847,3.5171055344990654,13.550005000000002,14.378946000000001,-1,0.0,1,0.035171055344990654,13.832920000000001,13.66319,0.16216417143621364,1
2015-02-04,14.57,49566230.0,14.5527,14.7653,14.4533,0.0872414527419263,13.57424,14.338732,-1,0.0,1,0.000872414527419263,14.088659999999999,13.809720000000002,-0.31384325537185864,1
2015-02-05,14.7327,52774714.0,14.6587,15.032,14.6425,1.1166781056966224,13.607709999999997,14.309679999999998,-1,0.0,0,0.011166781056966224,14.299200000000003,13.93886,0.06473124948175402,0
2015-02-06,14.4907,48537816.0,14.8,14.8933,14.4333,-1.642604546349269,13.630194999999997,14.270534,-1,0.0,1,-0.01642604546349269,14.482679999999998,14.046000000000001,-0.08028272782302526,1
2015-02-09,14.4987,52046614.0,14.3587,14.5287,14.1327,0.055207822948499796,13.666265000000001,14.229721999999999,-1,0.0,0,0.000552078229484998,14.569880000000001,14.118870000000001,0.07228998519422469,0
2015-02-10,14.4193,80232890.0,14.5033,14.7,14.3333,-0.547635305234262,13.713194999999999,14.186854,-1,0.0,0,-0.00547635305234262,14.54228,14.1876,0.5415583038696812,0
2015-02-11,14.1867,135796177.0,14.1473,14.316,13.8187,-1.613115754578931,13.741695000000002,14.144562,-1,0.0,0,-0.01613115754578931,14.465620000000001,14.27714,0.6925250604833006,0
2015-02-12,13.5253,234402333.0,12.9047,13.5392,12.8853,-4.662113105937249,13.775659999999998,14.106214,-1,0.0,1,-0.04662113105937249,14.22414,14.261669999999999,0.7261335199443797,1
2015-02-13,13.5847,92223059.0,13.5267,13.7327,13.394,0.4391769498643283,13.81533,14.069334000000001,-1,0.0,1,0.004391769498643283,14.042939999999998,14.262809999999998,-0.6065608314572535,1
2015-02-17,13.6233,59468295.0,13.7133,13.7133,13.4333,0.28414319050107384,13.85293,14.036066,-1,0.0,1,0.0028414319050107384,13.867859999999999,14.218869999999999,-0.35516891713600607,1
2015-02-18,13.6307,40663450.0,13.6113,13.7447,13.5067,0.054318703985067884,13.8947,14.004306000000001,-1,0.0,1,0.0005431870398506788,13.71014,14.12621,-0.3162163132472522,1
2015-02-19,14.1137,77058006.0,13.6667,14.1627,13.5833,3.5434717219218426,13.945149999999998,13.988300000000002,-1,0.0,1,0.035434717219218426,13.69554,14.080580000000001,0.8950188928878391,1
2015-02-20,14.474,89675595.0,14.052,14.5067,13.9873,2.5528387311619216,13.996784999999997,13.991966,1,2.0,0,0.025528387311619216,13.88528,14.05471,0.16374144173935679,0
2015-02-23,13.8223,127306901.0,14.3773,14.5467,13.7553,-4.5025563078623705,14.016935,13.979226,1,0.0,0,-0.04502556307862371,13.9328,13.987870000000001,0.4196382081434753,0
2015-02-24,13.6073,98809421.0,13.8193,13.8193,13.4467,-1.5554574853678504,14.008800000000003,13.971586,1,0.0,0,-0.015554574853678504,13.929599999999999,13.89873,-0.22384866630285816,0
2015-02-25,13.584,58612546.0,13.6627,13.8093,13.5053,-0.17123161832252043,14.0014,13.964759999999998,1,0.0,1,-0.0017123161832252043,13.920259999999999,13.815199999999999,-0.4068121702686629,1
2015-02-26,13.8127,97020251.0,13.6,14.0727,13.4813,1.683598351001181,14.02747,13.965014000000002,1,0.0,0,0.01683598351001181,13.86006,13.7778,0.6552812942130171,0
2015-02-27,13.556,58070926.0,13.7933,13.9033,13.52,-1.858434629000849,14.021270000000001,13.96408,1,0.0,0,-0.01858434629000849,13.67646,13.780870000000002,-0.401455619816939,0
2015-03-02,13.155,118655971.0,13.5133,13.556,13.055,-2.958099734434938,14.000354999999999,13.963434,1,0.0,1,-0.02958099734434938,13.543000000000001,13.7379,1.0432939367972192,1
2015-03-03,13.304,66461967.0,13.1207,13.3496,13.0213,1.1326491828202334,13.96242,13.955088,1,0.0,1,0.011326491828202334,13.482339999999999,13.705969999999999,-0.4398767593415084,1
2015-03-04,13.4957,63228793.0,13.2833,13.5013,13.1473,1.4409200240529163,13.90934,13.933988,-1,-2.0,0,0.014409200240529163,13.464679999999998,13.69247,-0.04864698030980641,0
2015-03-05,13.3753,73051928.0,13.5233,13.746,13.3433,-0.8921360136932455,13.849605,13.909107999999998,-1,0.0,0,-0.008921360136932455,13.377199999999998,13.61863,0.15535857216189464,0
2015-03-06,12.9253,100581715.0,13.2807,13.3833,12.8101,-3.3644105178949224,13.759235,13.870814000000001,-1,0.0,0,-0.033644105178949224,13.25106,13.463759999999999,0.3768522988195466,0
2015-03-09,12.7253,100987615.0,12.9593,12.966,12.55,-1.5473528660843394,13.670965,13.830694,-1,0.0,0,-0.015473528660843394,13.165120000000002,13.354059999999999,0.004035524747216801,0
2015-03-10,12.688,83085573.0,12.564,12.9,12.5067,-0.2931168616849944,13.580429999999998,13.788108,-1,0.0,1,-0.002931168616849944,13.04192,13.262129999999999,-0.17726967806893945,1
2015-03-11,12.916,74526053.0,12.7433,13.0787,12.734,1.7969735182849833,13.505265,13.742667999999998,-1,0.0,0,0.017969735182849833,12.925980000000001,13.195329999999998,-0.10302053281861578,0
2015-03-12,12.738,62096504.0,12.9167,12.9633,12.65,-1.378135645710754,13.43283,13.696482000000001,-1,0.0,0,-0.013781356457107541,12.79852,13.087860000000001,-0.1667812597025633,0
2015-03-13,12.5787,81319354.0,12.5967,12.7833,12.488,-1.250588789448892,13.385499999999999,13.65175,-1,0.0,1,-0.01250588789448892,12.7292,12.990129999999999,0.30956412618655627,1
2015-03-16,13.0467,84255378.0,12.8,13.0607,12.6533,3.72057525817453,13.358600000000001,13.616138000000001,-1,0.0,0,0.0372057525817453,12.793479999999999,12.9793,0.03610486133473212,0
2015-03-17,12.982,73353938.0,13.0287,13.2473,12.9293,-0.49591084335502966,13.326535000000002,13.583364000000001,-1,0.0,1,-0.004959108433550297,12.852279999999999,12.9471,-0.1293856874038355,1
